train_loss	val_loss
0.1312831902719969	0.01294605410894028
0.04647935444948132	0.010123359758501359
0.03856771860042656	0.007726538713666012
0.03508543700648666	0.01259829076052
0.032876240324326865	0.011569298568613611
0.031670980572773046	0.007260653835491858
0.030296861895526404	0.004965706644264828
0.029259295218354017	0.005696032673754878
0.028744471607141834	0.005025531168170004
0.028073364818525966	0.011174797389435847
0.027882045730565214	0.007518755715758796
0.11648445678031355	0.06330621595424712
0.16937101886403344	0.11365368995671543
0.22388354373059782	0.17035503386281395
0.2637014828703161	0.22341331272377016
0.285185904210226	0.15429663586437
0.3045611474163286	0.12124470986396632
0.3230071562603671	0.09024937590904723
0.3379654588325216	0.07689790966952048
0.3542871088414393	0.09609678754232068
0.3621028201397453	0.08045291409826082
0.3323273214285476	0.32636131037010896
0.30483644345514394	1.2720208830375603
0.28946862889512226	0.08021003094632269
0.2803396097922745	0.03753847626019899
0.28188516704364536	0.09017604802766643
0.27561971681541914	0.06574170461671364
0.27334023947836367	0.08720982504495677
0.26657116577315504	0.039024005612754376
0.26832282335638336	0.04924678237262915
0.26755099142185995	0.04940379091632971
0.2767839103155938	5.122070178317563
nan	nan
nan	nan
nan	nan
nan	nan
nan	nan
nan	nan
nan	nan
nan	nan
nan	nan
nan	nan
nan	nan
nan	nan
nan	nan
nan	nan
nan	nan
nan	nan
nan	nan
nan	nan
