train_loss	val_loss
0.5839902764991575	0.01896845063617552
0.07626212701387561	0.007519896252469974
0.04424722851403844	0.008729543349737131
0.03301383458921994	0.03353770169281009
0.02745129115445112	0.014705128639324563
0.02541788555362982	0.0060245702015056055
0.023838860300207834	0.009154956306416344
0.022163244584894784	0.043990999100288905
0.021842406022338712	0.004193510309734566
0.020972288268964325	0.007398877645266841
0.02049695756525295	0.042248042191464254
0.09610203965766406	0.06225341357974615
0.14032649743953368	0.013999683381359719
0.1397023583029771	0.31633314752219027
0.12611610015328042	0.03365258128429507
0.12623178227592205	0.04001829609103897
0.13083220693616443	0.1585353929826153
0.1355929800420229	0.06297899042548621
0.13434839564007317	0.053156925040153236
0.1393470627188046	0.020929471678089277
0.13641409018658396	0.07043165699398855
0.1300170279964055	0.05944480243800343
0.13516512515553306	0.023533490363335244
0.13318243463272098	0.05990400213134084
0.13357991751371948	0.07053066893404232
0.13386566575548228	0.04484279895941434
0.1351250650995184	0.09206382154694034
0.13310725034564108	0.01877594637405577
0.1309410511576006	0.0638874058459845
0.12869579504443454	0.05529563618557593
0.11915639512991287	0.05138991261643452
0.1244510079786835	0.043497242979876304
0.125002155863979	0.020180968184289546
0.13635972571350227	0.12631599657588463
0.12902556647773522	0.035620163800532297
0.12631747529356607	0.03478834119213858
0.13601874991244559	0.04667646217318522
0.13226059623806402	0.029017012277314357
0.1388590771398743	0.07383416299145795
0.1436983335490084	0.044967300616033774
0.1497436474539735	1.5433212421366558
0.15682206295133116	0.04354234318415396
0.1509967261493385	0.033734427753679574
0.15362414108451822	0.03802576159525793
0.16349800797587438	0.08760229914588628
0.1555751911789895	0.09440538959559683
0.15638481095315412	0.03894413025753914
0.16615488842034837	0.06304169082249277
0.16905534791293397	0.057974563669503314
0.18282803321953695	0.050322019305824785
